resource_id,field,current_value,candidate_value,evidence_url,decision,risk,note
DR0022,access_conditions,"aberto","uso acadêmico e não comercial; redistribuição ou uso comercial requer permissão prévia",https://worldclim.org/about.html,apply,AUTO-SAFE,"A licença oficial restringe redistribuição e uso comercial; gratuidade não equivale a licença aberta irrestrita."
DR0022,license,"licença WorldClim; consultar versão","WorldClim: uso acadêmico e não comercial; redistribuição ou uso comercial requer permissão prévia",https://worldclim.org/about.html,apply,AUTO-SAFE,"Registrar diretamente os termos atuais."
DR0023,data_formats,"GeoTIFF | NetCDF; varia","COG (GeoTIFF) | NetCDF; varia",https://www.chelsa-climate.org/datasets/chelsa_climatologies,apply,AUTO-SAFE,"Datasets atuais documentam COG e NetCDF; licenças permanecem por dataset/versão."
DR0024,temporal_resolution,"mensal","não se aplica",https://www.protectedplanet.net/en/thematic-areas/wdpa,apply,AUTO-SAFE,"Mensal é frequência de atualização da base, não resolução temporal científica."
DR0024,authentication_required,"sim","parcial",https://api.protectedplanet.net/documentation,apply,AUTO-SAFE,"Exploração pública coexiste com API token e fluxos autenticados/condicionados de download."
DR0024,access_conditions,"cadastro | termos de uso","consulta pública | download não comercial sujeito a termos/cadastro | API com token | uso comercial via IBAT",https://www.protectedplanet.net/en/thematic-areas/wdpa,apply,AUTO-SAFE,"Separar exploração pública, download, API e uso comercial."
DR0024,access_documentation_url,"","https://api.protectedplanet.net/documentation",https://api.protectedplanet.net/documentation,apply,AUTO-SAFE,"Documentação oficial vigente da API v4."
DR0024,license,"termos de uso UNEP-WCMC","Protected Planet Terms of Use; uso comercial via IBAT",https://api.protectedplanet.net/request,apply,AUTO-SAFE,"A API/download público é voltado ao uso não comercial; uso comercial segue IBAT."
DR0024,limitations,"Redistribuição e uso têm condições específicas; registrar a edição mensal e não interpretar polígonos como precisão cadastral uniforme.","WDPA e WD-OECM foram unificadas em 2025; usar API v4, pois v3 foi retirada em 2026; registrar a edição mensal e não interpretar polígonos como precisão cadastral uniforme.",https://api.protectedplanet.net/documentation,apply,AUTO-SAFE,"Atualizar mudanças estruturais atuais sem expandir o modelo."
DR0025,temporal_resolution,"irregular por espécie","não se aplica",https://nrl.iucnredlist.org/assessment/updates,apply,AUTO-SAFE,"Cadência de reavaliação/publicação não é resolução temporal."
DR0025,authentication_required,"sim","parcial",https://nrl.iucnredlist.org/about/faqs,apply,AUTO-SAFE,"Consulta pública é aberta; downloads/funções avançadas e API usam conta/token."
DR0025,access_conditions,"aberto para consulta | cadastro e termos para dados","consulta pública | conta/termos para downloads | API v4 com token | uso não comercial sujeito aos termos",https://api.iucnredlist.org/,apply,AUTO-SAFE,"Separar consulta pública, download e API."
DR0025,license,"termos de uso IUCN Red List","IUCN Red List Terms of Use; dados disponibilizados para uso não comercial",https://nrl.iucnredlist.org/resources/spatial-data-download,apply,AUTO-SAFE,"Página atual explicita disponibilidade gratuita para uso não comercial."
DR0025,limitations,"Avaliações têm datas e abrangências diferentes; a API v3 está em fim de vida; API v4 e downloads seguem termos próprios e exigem token ou conta.","Avaliações têm datas e abrangências diferentes; API v3 foi removida em 2025 e deve-se usar API v4; downloads/API seguem termos próprios e podem exigir conta ou token.",https://nrl.iucnredlist.org/resources/whatsnewarchive,apply,AUTO-SAFE,"Atualizar fato temporal da API."
DR0026,data_formats,"CSV | TSV | GeoParquet | JSON via API | visualização web","TSV | GeoParquet | JSON; varia por dataset",https://obis.org/data/access/,apply,AUTO-SAFE,"Visualização web não é formato; formatos do dataset integrado atual são explicitamente documentados."
DR0026,access_protocols,"REST API | pacote R | GeoParquet em nuvem | download tabular","REST API | AWS Open Data | HTTP download",https://obis.org/data/access/,apply,AUTO-SAFE,"Pacote R é ferramenta e GeoParquet é formato; separar mecanismo de acesso."
DR0026,access_documentation_url,"https://api.obis.org/","https://obis.org/data/access/",https://obis.org/data/access/,apply,AUTO-SAFE,"Página geral documenta mapper, API, exports e AWS; API permanece canal de acesso."
DR0027,data_formats,"CSV | pacote EBD | JSON via API","texto tabulado (EBD) | JSON; formatos derivados variam por produto",https://support.ebird.org/en/support/solutions/articles/48000838205-download-ebird-data,apply,AUTO-SAFE,"EBD é entregue como texto tabulado; pacote EBD não é formato."
DR0027,free_download,"parcial","sim",https://science.ebird.org/en/use-ebird-data,apply,AUTO-SAFE,"A documentação oficial declara dados eBird open-access e gratuitos; login/formulário são condições de acesso, não cobrança."
DR0027,access_conditions,"cadastro | solicitação para dataset completo","login e formulário para EBD | API key para API | produtos derivados podem exigir solicitação",https://support.ebird.org/en/support/solutions/articles/48000838205-download-ebird-data,apply,AUTO-SAFE,"Separar requisitos por canal/produto."
DR0027,access_protocols,"REST API | pacote R | download EBD","REST API | HTTP download",https://documenter.getpostman.com/view/664302/S1ENwy59,apply,AUTO-SAFE,"Pacote R é ferramenta; EBD é dataset/arquivo, não protocolo."
DR0027,access_documentation_url,"https://documenter.getpostman.com/view/664302/S1ENwy59","https://science.ebird.org/en/use-ebird-data",https://science.ebird.org/en/use-ebird-data,apply,AUTO-SAFE,"Página geral cobre EBD, Status & Trends e API; docs da API continuam evidência específica."
DR0027,license,"termos de uso eBird","eBird Terms of Use; dados brutos gratuitos para uso não comercial",https://science.ebird.org/en/use-ebird-data/citation,apply,AUTO-SAFE,"Não confundir acesso gratuito com ausência de termos; raw data são explicitamente gratuitos para uso não comercial."
